Year,Locationabbr,Locationdesc,Response,Sample_Size,Data_value,Confidence_limit_Low,Confidence_limit_High,Display_order,Data_value_unit,Data_value_type,Data_Value_Footnote_Symbol,Data_Value_Footnote,LocationID,QuestionID,RESPONSEID,GeoLocation,cbsacode,metropolitandivisioncode,csacode,cbsatitle,metropolitanmicropolitanstatis,depression_twitter19,CENSUS2019POP,depression_twitter10,sample_size_twitter10,CENSUS2010POP
2016,12580.0,"Baltimore-Columbia-Towson, MD Metropolitan Statistical Area",Yes,1122.0,16.87,15.54,18.2,1.0,%,Crude Prevalence,,,12580.0,ADDEPEV2,RESP046,"(39.3043531, -76.5494987)",12580,12580.0,548.0,"Baltimore-Columbia-Towson, MD",Metropolitan Statistical Area,,,,,
2016,12940.0,"Baton Rouge, LA Metropolitan Statistical Area",Yes,124.0,19.76,15.19,24.33,1.0,%,Crude Prevalence,,,12940.0,ADDEPEV2,RESP046,"(30.5708797, -91.1346142)",12940,12940.0,132.0,"Baton Rouge, LA",Metropolitan Statistical Area,,,,,
2016,13220.0,"Beckley, WV Metropolitan Statistical Area",Yes,141.0,25.78,21.47,30.09,1.0,%,Crude Prevalence,,,13220.0,ADDEPEV2,RESP046,"(37.77759, -81.18764)",13220,13220.0,,"Beckley, WV",Metropolitan Statistical Area,,,,,
2016,13740.0,"Billings, MT Metropolitan Statistical Area",Yes,127.0,23.34,19.13,27.55,1.0,%,Crude Prevalence,,,13740.0,ADDEPEV2,RESP046,"(45.6424248, -108.599649)",13740,13740.0,,"Billings, MT",Metropolitan Statistical Area,,,,,
2016,13780.0,"Binghamton, NY Metropolitan Statistical Area",Yes,130.0,14.31,10.8,17.82,1.0,%,Crude Prevalence,,,13780.0,ADDEPEV2,RESP046,"(42.09869, -75.91136)",13780,13780.0,,"Binghamton, NY",Metropolitan Statistical Area,,,,,
2016,13820.0,"Birmingham-Hoover, AL Metropolitan Statistical Area",Yes,255.0,19.59,16.87,22.31,1.0,%,Crude Prevalence,,,13820.0,ADDEPEV2,RESP046,"(33.4623655, -86.8143329)",13820,13820.0,142.0,"Birmingham, AL",Metropolitan Statistical Area,,,,,
2016,13900.0,"Bismarck, ND Metropolitan Statistical Area",Yes,113.0,12.44,9.62,15.26,1.0,%,Crude Prevalence,,,13900.0,ADDEPEV2,RESP046,"(46.8373553, -100.9054499)",13900,13900.0,,"Bismarck, ND",Metropolitan Statistical Area,,,,,
2016,14260.0,"Boise City, ID Metropolitan Statistical Area",Yes,209.0,14.8,12.21,17.39,1.0,%,Crude Prevalence,,,14260.0,ADDEPEV2,RESP046,"(43.0066485, -116.1419089)",14260,14260.0,147.0,"Boise City, ID",Metropolitan Statistical Area,,,,,
2016,14454.0,"Boston, MA Metropolitan Division",Yes,413.0,16.66,14.56,18.76,1.0,%,Crude Prevalence,,,14454.0,ADDEPEV2,RESP046,"(42.0625412, -70.8754256)",14460,14454.0,148.0,"Boston-Cambridge-Newton, MA-NH",Metropolitan Statistical Area,,,,,
2016,15764.0,"Cambridge-Newton-Framingham, MA Metropolitan Division",Yes,509.0,18.73,16.71,20.75,1.0,%,Crude Prevalence,,,15764.0,ADDEPEV2,RESP046,"(42.4794683, -71.3965063)",14460,15764.0,148.0,"Boston-Cambridge-Newton, MA-NH",Metropolitan Statistical Area,,,,,
2016,40484.0,"Rockingham County-Strafford County, NH Metropolitan Division",Yes,319.0,22.22,19.04,25.4,1.0,%,Crude Prevalence,,,40484.0,ADDEPEV2,RESP046,"(43.0866404, -71.069839)",14460,40484.0,148.0,"Boston-Cambridge-Newton, MA-NH",Metropolitan Statistical Area,,,,,
2016,15380.0,"Buffalo-Cheektowaga-Niagara Falls, NY Metropolitan Statistical Area",Yes,203.0,14.87,11.95,17.79,1.0,%,Crude Prevalence,,,15380.0,ADDEPEV2,RESP046,"(43.0443626, -78.777332)",15380,15380.0,160.0,"Buffalo-Cheektowaga, NY",Metropolitan Statistical Area,,,,,
2016,15540.0,"Burlington-South Burlington, VT Metropolitan Statistical Area",Yes,323.0,20.0,17.31,22.69,1.0,%,Crude Prevalence,,,15540.0,ADDEPEV2,RESP046,"(44.6859702, -73.0416959)",15540,15540.0,162.0,"Burlington-South Burlington, VT",Metropolitan Statistical Area,,,,,
2016,16300.0,"Cedar Rapids, IA Metropolitan Statistical Area",Yes,87.0,18.02,13.81,22.23,1.0,%,Crude Prevalence,,,16300.0,ADDEPEV2,RESP046,"(42.0855843, -91.6304636)",16300,16300.0,168.0,"Cedar Rapids, IA",Metropolitan Statistical Area,,,,,
2016,16620.0,"Charleston, WV Metropolitan Statistical Area",Yes,222.0,24.31,21.08,27.54,1.0,%,Crude Prevalence,,,16620.0,ADDEPEV2,RESP046,"(38.2894132, -81.6599215)",16620,16620.0,170.0,"Charleston, WV",Metropolitan Statistical Area,,,,,
2016,16700.0,"Charleston-North Charleston, SC Metropolitan Statistical Area",Yes,282.0,18.78,15.94,21.62,1.0,%,Crude Prevalence,,,16700.0,ADDEPEV2,RESP046,"(33.0153352, -80.0116947)",16700,16700.0,,"Charleston-North Charleston, SC",Metropolitan Statistical Area,,,,,
2016,16740.0,"Charlotte-Concord-Gastonia, NC-SC Metropolitan Statistical Area",Yes,307.0,15.32,13.11,17.53,1.0,%,Crude Prevalence,,,16740.0,ADDEPEV2,RESP046,"(35.1091293, -80.7322679)",16740,16740.0,172.0,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area,,,,,
2016,16860.0,"Chattanooga, TN-GA Metropolitan Statistical Area",Yes,114.0,24.84,19.16,30.52,1.0,%,Crude Prevalence,,,16860.0,ADDEPEV2,RESP046,"(35.0489417, -85.3619225)",16860,16860.0,174.0,"Chattanooga, TN-GA",Metropolitan Statistical Area,,,,,
2016,16980.0,"Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area",Yes,583.0,14.4,12.85,15.95,1.0,%,Crude Prevalence,,,16980.0,ADDEPEV2,RESP046,"(41.8235214, -87.8282967)",16980,16984.0,176.0,"Chicago-Naperville-Elgin, IL-IN",Metropolitan Statistical Area,,,,,
2016,16980.0,"Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area",Yes,583.0,14.4,12.85,15.95,1.0,%,Crude Prevalence,,,16980.0,ADDEPEV2,RESP046,"(41.8235214, -87.8282967)",16980,20994.0,176.0,"Chicago-Naperville-Elgin, IL-IN",Metropolitan Statistical Area,,,,,
2016,16980.0,"Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area",Yes,583.0,14.4,12.85,15.95,1.0,%,Crude Prevalence,,,16980.0,ADDEPEV2,RESP046,"(41.8235214, -87.8282967)",16980,29404.0,176.0,"Chicago-Naperville-Elgin, IL-IN",Metropolitan Statistical Area,,,,,
2016,16980.0,"Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area",Yes,583.0,14.4,12.85,15.95,1.0,%,Crude Prevalence,,,16980.0,ADDEPEV2,RESP046,"(41.8235214, -87.8282967)",16980,29414.0,176.0,"Chicago-Naperville-Elgin, IL-IN",Metropolitan Statistical Area,,,,,
2016,17140.0,"Cincinnati, OH-KY-IN Metropolitan Statistical Area",Yes,343.0,19.91,17.3,22.52,1.0,%,Crude Prevalence,,,17140.0,ADDEPEV2,RESP046,"(39.0785794, -84.4634977)",17140,17140.0,178.0,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,,,,,
2016,17780.0,"College Station-Bryan, TX Metropolitan Statistical Area",Yes,59.0,13.430000000000009,,,1.0,%,Crude Prevalence,*,Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.,17780.0,ADDEPEV2,RESP046,"(30.62816, -96.33712)",17780,17780.0,,"College Station-Bryan, TX",Metropolitan Statistical Area,,,,,
2016,17820.0,"Colorado Springs, CO Metropolitan Statistical Area",Yes,293.0,18.8,16.29,21.31,1.0,%,Crude Prevalence,,,17820.0,ADDEPEV2,RESP046,"(38.8454419, -104.6393097)",17820,17820.0,,"Colorado Springs, CO",Metropolitan Statistical Area,,,,,
2016,17900.0,"Columbia, SC Metropolitan Statistical Area",Yes,254.0,20.72,17.58,23.86,1.0,%,Crude Prevalence,,,17900.0,ADDEPEV2,RESP046,"(34.0841683, -81.0405942)",17900,17900.0,192.0,"Columbia, SC",Metropolitan Statistical Area,,,,,
2016,18140.0,"Columbus, OH Metropolitan Statistical Area",Yes,350.0,20.12,17.59,22.65,1.0,%,Crude Prevalence,,,18140.0,ADDEPEV2,RESP046,"(40.0399613, -82.9364058)",18140,18140.0,198.0,"Columbus, OH",Metropolitan Statistical Area,,,,,
2016,18580.0,"Corpus Christi, TX Metropolitan Statistical Area",Yes,81.0,11.11,4.72,17.5,1.0,%,Crude Prevalence,,,18580.0,ADDEPEV2,RESP046,"(27.76688, -97.40815)",18580,18580.0,204.0,"Corpus Christi, TX",Metropolitan Statistical Area,,,,,
2016,18880.0,"Crestview-Fort Walton Beach-Destin, FL Metropolitan Statistical Area",Yes,193.0,17.89,14.62,21.16,1.0,%,Crude Prevalence,,,18880.0,ADDEPEV2,RESP046,"(30.76183, -86.57102)",18880,18880.0,,"Crestview-Fort Walton Beach-Destin, FL",Metropolitan Statistical Area,,,,,
2016,19060.0,"Cumberland, MD-WV Metropolitan Statistical Area",Yes,118.0,26.21,20.57,31.85,1.0,%,Crude Prevalence,,,19060.0,ADDEPEV2,RESP046,"(39.65177, -78.76333)",19060,19060.0,,"Cumberland, MD-WV",Micropolitan Statistical Area,,,,,
2016,23104.0,"Fort Worth-Arlington, TX Metropolitan Division",Yes,69.0,13.13,8.96,17.3,1.0,%,Crude Prevalence,,,23104.0,ADDEPEV2,RESP046,"(32.8073735, -97.537101)",19100,23104.0,206.0,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,,,,,
2016,19124.0,"Dallas-Plano-Irving, TX Metropolitan Division",Yes,172.0,11.65,8.14,15.16,1.0,%,Crude Prevalence,,,19124.0,ADDEPEV2,RESP046,"(32.8992276, -96.5710128)",19100,19124.0,206.0,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,,,,,
2016,19660.0,"Deltona-Daytona Beach-Ormond Beach, FL Metropolitan Statistical Area",Yes,189.0,17.46,14.46,20.46,1.0,%,Crude Prevalence,,,19660.0,ADDEPEV2,RESP046,"(29.0587796, -81.1600974)",19660,19660.0,422.0,"Deltona-Daytona Beach-Ormond Beach, FL",Metropolitan Statistical Area,,,,,
2016,19740.0,"Denver-Aurora-Lakewood, CO Metropolitan Statistical Area",Yes,1201.0,18.43,17.2,19.66,1.0,%,Crude Prevalence,,,19740.0,ADDEPEV2,RESP046,"(39.4342749, -104.9023591)",19740,19740.0,216.0,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,,,,,
2016,19780.0,"Des Moines-West Des Moines, IA Metropolitan Statistical Area",Yes,171.0,14.78,12.06,17.5,1.0,%,Crude Prevalence,,,19780.0,ADDEPEV2,RESP046,"(41.5449189, -93.9434432)",19780,19780.0,218.0,"Des Moines-West Des Moines, IA",Metropolitan Statistical Area,,,,,
2016,47664.0,"Warren-Troy-Farmington Hills, MI Metropolitan Division",Yes,470.0,20.87,18.81,22.93,1.0,%,Crude Prevalence,,,47664.0,ADDEPEV2,RESP046,"(42.58689, -82.957388)",19820,47664.0,220.0,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,,,,,
2016,20260.0,"Duluth, MN-WI Metropolitan Statistical Area",Yes,194.0,20.63,17.38,23.88,1.0,%,Crude Prevalence,,,20260.0,ADDEPEV2,RESP046,"(47.3297387, -92.376471)",20260,20260.0,228.0,"Duluth, MN-WI",Metropolitan Statistical Area,,,,,
2016,21340.0,"El Paso, TX Metropolitan Statistical Area",Yes,62.0,10.35,7.02,13.68,1.0,%,Crude Prevalence,,,21340.0,ADDEPEV2,RESP046,"(31.7664034, -106.2413905)",21340,21340.0,238.0,"El Paso, TX",Metropolitan Statistical Area,,,,,
2016,22020.0,"Fargo, ND-MN Metropolitan Statistical Area",Yes,194.0,17.37,14.65,20.09,1.0,%,Crude Prevalence,,,22020.0,ADDEPEV2,RESP046,"(46.9156482, -96.9597366)",22020,22020.0,244.0,"Fargo, ND-MN",Metropolitan Statistical Area,,,,,
2016,22220.0,"Fayetteville-Springdale-Rogers, AR-MO Metropolitan Statistical Area",Yes,152.0,21.12,16.18,26.06,1.0,%,Crude Prevalence,,,22220.0,ADDEPEV2,RESP046,"(36.1976261, -94.1198896)",22220,22220.0,,"Fayetteville-Springdale-Rogers, AR",Metropolitan Statistical Area,,,,,
2016,23060.0,"Fort Wayne, IN Metropolitan Statistical Area",Yes,81.0,12.05,8.78,15.32,1.0,%,Crude Prevalence,,,23060.0,ADDEPEV2,RESP046,"(41.0069891, -85.2164054)",23060,23060.0,258.0,"Fort Wayne, IN",Metropolitan Statistical Area,,,,,
2016,23540.0,"Gainesville, FL Metropolitan Statistical Area",Yes,150.0,15.22,11.44,19.0,1.0,%,Crude Prevalence,,,23540.0,ADDEPEV2,RESP046,"(29.6744088, -82.4812229)",23540,23540.0,264.0,"Gainesville, FL",Metropolitan Statistical Area,,,,,
2016,24020.0,"Glens Falls, NY Metropolitan Statistical Area",Yes,165.0,16.68,13.13,20.23,1.0,%,Crude Prevalence,,,24020.0,ADDEPEV2,RESP046,"(43.31122, -73.64376)",24020,24020.0,104.0,"Glens Falls, NY",Metropolitan Statistical Area,,,,,
2016,24220.0,"Grand Forks, ND-MN Metropolitan Statistical Area",Yes,96.0,21.15,16.43,25.87,1.0,%,Crude Prevalence,,,24220.0,ADDEPEV2,RESP046,"(47.92408, -97.03203)",24220,24220.0,,"Grand Forks, ND-MN",Metropolitan Statistical Area,,,,,
2016,24260.0,"Grand Island, NE Metropolitan Statistical Area",Yes,124.0,16.51,12.86,20.16,1.0,%,Crude Prevalence,,,24260.0,ADDEPEV2,RESP046,"(41.0839187, -98.374209)",24260,24260.0,,"Grand Island, NE",Metropolitan Statistical Area,,,,,
2016,24340.0,"Grand Rapids-Wyoming, MI Metropolitan Statistical Area",Yes,225.0,21.42,18.3,24.54,1.0,%,Crude Prevalence,,,24340.0,ADDEPEV2,RESP046,"(43.0726821, -85.4707757)",24340,24340.0,266.0,"Grand Rapids-Wyoming-Kentwood, MI",Metropolitan Statistical Area,,,,,
2016,24860.0,"Greenville-Anderson-Mauldin, SC Metropolitan Statistical Area",Yes,331.0,22.05,19.13,24.97,1.0,%,Crude Prevalence,,,24860.0,ADDEPEV2,RESP046,"(34.7454744, -82.3267734)",24860,24860.0,273.0,"Greenville-Anderson-Greer, SC",Metropolitan Statistical Area,,,,,
2016,25180.0,"Hagerstown-Martinsburg, MD-WV Metropolitan Statistical Area",Yes,238.0,20.62,17.5,23.74,1.0,%,Crude Prevalence,,,25180.0,ADDEPEV2,RESP046,"(39.5543929, -77.9846048)",25180,25180.0,548.0,"Hagerstown-Martinsburg, MD-WV",Metropolitan Statistical Area,,,,,
2016,25540.0,"Hartford-West Hartford-East Hartford, CT Metropolitan Statistical Area",Yes,649.0,16.52,14.81,18.23,1.0,%,Crude Prevalence,,,25540.0,ADDEPEV2,RESP046,"(41.7186225, -72.5738951)",25540,25540.0,405.0,"Hartford-West Hartford-East Hartford, CT",Metropolitan Statistical Area,,,,,
2016,25940.0,"Hilton Head Island-Bluffton-Beaufort, SC Metropolitan Statistical Area",Yes,119.0,18.01,14.31,21.71,1.0,%,Crude Prevalence,,,25940.0,ADDEPEV2,RESP046,"(32.3867853, -80.8308744)",25940,25940.0,,"Hilton Head Island-Bluffton-Port Royal, SC",Metropolitan Statistical Area,,,,,
2016,26420.0,"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area",Yes,213.0,11.98,9.35,14.61,1.0,%,Crude Prevalence,,,26420.0,ADDEPEV2,RESP046,"(29.8009994, -95.342613)",26420,26420.0,288.0,"Houston-Pasadena-The Woodlands, TX",Metropolitan Statistical Area,,,,,
2016,26580.0,"Huntington-Ashland, WV-KY-OH Metropolitan Statistical Area",Yes,345.0,24.45,21.67,27.23,1.0,%,Crude Prevalence,,,26580.0,ADDEPEV2,RESP046,"(38.4075778, -82.5471087)",26580,26580.0,170.0,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,,,,,
2016,26900.0,"Indianapolis-Carmel-Anderson, IN Metropolitan Statistical Area",Yes,504.0,15.2,13.42,16.98,1.0,%,Crude Prevalence,,,26900.0,ADDEPEV2,RESP046,"(39.699047, -86.2607787)",26900,26900.0,294.0,"Indianapolis-Carmel-Greenwood, IN",Metropolitan Statistical Area,,,,,
2016,27140.0,"Jackson, MS Metropolitan Statistical Area",Yes,97.0,16.68,12.84,20.52,1.0,%,Crude Prevalence,,,27140.0,ADDEPEV2,RESP046,"(32.1895144, -90.187915)",27140,27140.0,298.0,"Jackson, MS",Metropolitan Statistical Area,,,,,
2016,27260.0,"Jacksonville, FL Metropolitan Statistical Area",Yes,491.0,15.93,13.7,18.16,1.0,%,Crude Prevalence,,,27260.0,ADDEPEV2,RESP046,"(30.2370003, -81.7552674)",27260,27260.0,300.0,"Jacksonville, FL",Metropolitan Statistical Area,,,,,
2016,28140.0,"Kansas City, MO-KS Metropolitan Statistical Area",Yes,735.0,18.08,16.24,19.92,1.0,%,Crude Prevalence,,,28140.0,ADDEPEV2,RESP046,"(38.9086579, -94.5086692)",28140,28140.0,312.0,"Kansas City, MO-KS",Metropolitan Statistical Area,,,,,
2016,28700.0,"Kingsport-Bristol-Bristol, TN-VA Metropolitan Statistical Area",Yes,146.0,24.26,19.73,28.79,1.0,%,Crude Prevalence,,,28700.0,ADDEPEV2,RESP046,"(36.6041558, -82.4401118)",28700,28700.0,304.0,"Kingsport-Bristol, TN-VA",Metropolitan Statistical Area,,,,,
2016,28940.0,"Knoxville, TN Metropolitan Statistical Area",Yes,163.0,22.8,18.66,26.94,1.0,%,Crude Prevalence,,,28940.0,ADDEPEV2,RESP046,"(35.9294445, -84.0154928)",28940,28940.0,315.0,"Knoxville, TN",Metropolitan Statistical Area,,,,,
2016,29620.0,"Lansing-East Lansing, MI Metropolitan Statistical Area",Yes,139.0,20.35,16.68,24.02,1.0,%,Crude Prevalence,,,29620.0,ADDEPEV2,RESP046,"(42.7184273546504, -84.6094920076681)",29620,29620.0,330.0,"Lansing-East Lansing, MI",Metropolitan Statistical Area,,,,,
2016,30700.0,"Lincoln, NE Metropolitan Statistical Area",Yes,274.0,18.19,15.74,20.64,1.0,%,Crude Prevalence,,,30700.0,ADDEPEV2,RESP046,"(40.8175087, -96.8687277)",30700,30700.0,339.0,"Lincoln, NE",Metropolitan Statistical Area,,,,,
2016,30780.0,"Little Rock-North Little Rock-Conway, AR Metropolitan Statistical Area",Yes,236.0,23.0,18.63,27.37,1.0,%,Crude Prevalence,,,30780.0,ADDEPEV2,RESP046,"(34.7558125, -92.4007259)",30780,30780.0,340.0,"Little Rock-North Little Rock-Conway, AR",Metropolitan Statistical Area,,,,,
2016,30860.0,"Logan, UT-ID Metropolitan Statistical Area",Yes,103.0,18.88,14.55,23.21,1.0,%,Crude Prevalence,,,30860.0,ADDEPEV2,RESP046,"(41.8839656, -111.7870808)",30860,30860.0,,"Logan, UT-ID",Metropolitan Statistical Area,,,,,
2016,31080.0,"Los Angeles-Long Beach-Anaheim, CA Metropolitan Statistical Area",Yes,484.0,13.42,11.85,14.99,1.0,%,Crude Prevalence,,,31080.0,ADDEPEV2,RESP046,"(34.065193, -118.244222)",31080,31084.0,348.0,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Statistical Area,,,,,
2016,31080.0,"Los Angeles-Long Beach-Anaheim, CA Metropolitan Statistical Area",Yes,484.0,13.42,11.85,14.99,1.0,%,Crude Prevalence,,,31080.0,ADDEPEV2,RESP046,"(34.065193, -118.244222)",31080,11244.0,348.0,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Statistical Area,,,,,
2016,31140.0,"Louisville/Jefferson County, KY-IN Metropolitan Statistical Area",Yes,744.0,20.95,19.09,22.81,1.0,%,Crude Prevalence,,,31140.0,ADDEPEV2,RESP046,"(38.2395909, -85.6874952)",31140,31140.0,350.0,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,,,,,
2016,32820.0,"Memphis, TN-MS-AR Metropolitan Statistical Area",Yes,182.0,20.41,16.71,24.11,1.0,%,Crude Prevalence,,,32820.0,ADDEPEV2,RESP046,"(35.0244129, -89.8719654)",32820,32820.0,368.0,"Memphis, TN-MS-AR",Metropolitan Statistical Area,,,,,
2016,33100.0,"Miami-Fort Lauderdale-West Palm Beach, FL Metropolitan Statistical Area",Yes,283.0,12.62,10.74,14.5,1.0,%,Crude Prevalence,,,33100.0,ADDEPEV2,RESP046,"(26.1018281, -80.4787552)",33100,22744.0,370.0,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan Statistical Area,,,,,
2016,33100.0,"Miami-Fort Lauderdale-West Palm Beach, FL Metropolitan Statistical Area",Yes,283.0,12.62,10.74,14.5,1.0,%,Crude Prevalence,,,33100.0,ADDEPEV2,RESP046,"(26.1018281, -80.4787552)",33100,33124.0,370.0,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan Statistical Area,,,,,
2016,33100.0,"Miami-Fort Lauderdale-West Palm Beach, FL Metropolitan Statistical Area",Yes,283.0,12.62,10.74,14.5,1.0,%,Crude Prevalence,,,33100.0,ADDEPEV2,RESP046,"(26.1018281, -80.4787552)",33100,48424.0,370.0,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan Statistical Area,,,,,
2016,33340.0,"Milwaukee-Waukesha-West Allis, WI Metropolitan Statistical Area",Yes,208.0,16.44,13.54,19.34,1.0,%,Crude Prevalence,,,33340.0,ADDEPEV2,RESP046,"(43.0176465, -87.4815691)",33340,33340.0,376.0,"Milwaukee-Waukesha, WI",Metropolitan Statistical Area,,,,,
2016,33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",Yes,1437.0,16.88,15.9,17.86,1.0,%,Crude Prevalence,,,33460.0,ADDEPEV2,RESP046,"(45.0661679, -93.2006967)",33460,33460.0,378.0,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,,,,,
2016,33500.0,"Minot, ND Micropolitan Statistical Area",Yes,89.0,18.58,13.72,23.44,1.0,%,Crude Prevalence,,,33500.0,ADDEPEV2,RESP046,"(48.3202346, -101.1979994)",33500,33500.0,,"Minot, ND",Metropolitan Statistical Area,,,,,
2016,34820.0,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metropolitan Statistical Area",Yes,171.0,19.2,15.61,22.79,1.0,%,Crude Prevalence,,,34820.0,ADDEPEV2,RESP046,"(33.9092627, -78.9766723)",34820,34820.0,396.0,"Myrtle Beach-Conway-North Myrtle Beach, SC",Metropolitan Statistical Area,,,,,
2016,34980.0,"Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Area",Yes,198.0,18.12,14.85,21.39,1.0,%,Crude Prevalence,,,34980.0,ADDEPEV2,RESP046,"(36.1281307, -86.681001)",34980,34980.0,400.0,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,,,,,
2016,35380.0,"New Orleans-Metairie, LA Metropolitan Statistical Area",Yes,272.0,21.0,17.08,24.92,1.0,%,Crude Prevalence,,,35380.0,ADDEPEV2,RESP046,"(30.0674681, -89.9272124)",35380,35380.0,406.0,"New Orleans-Metairie, LA",Metropolitan Statistical Area,,,,,
2016,35004.0,"Nassau County-Suffolk County, NY Metropolitan Division",Yes,101.0,8.6,6.31,10.89,1.0,%,Crude Prevalence,,,35004.0,ADDEPEV2,RESP046,"(40.9057199, -72.8348299)",35620,35004.0,408.0,"New York-Newark-Jersey City, NY-NJ",Metropolitan Statistical Area,,,,,
2016,35614.0,"New York-Jersey City-White Plains, NY-NJ Metropolitan Division",Yes,997.0,10.55,9.67,11.43,1.0,%,Crude Prevalence,,,35614.0,ADDEPEV2,RESP046,"(40.777958, -73.966303)",35620,35614.0,408.0,"New York-Newark-Jersey City, NY-NJ",Metropolitan Statistical Area,,,,,
2016,35084.0,"Newark, NJ-PA Metropolitan Division",Yes,299.0,11.57,9.47,13.67,1.0,%,Crude Prevalence,,,35084.0,ADDEPEV2,RESP046,"(40.9761132, -74.744073)",35620,35084.0,408.0,"New York-Newark-Jersey City, NY-NJ",Metropolitan Statistical Area,,,,,
2016,35740.0,"Norfolk, NE Micropolitan Statistical Area",Yes,114.0,17.42,13.89,20.95,1.0,%,Crude Prevalence,,,35740.0,ADDEPEV2,RESP046,"(42.0431228, -97.487943)",35740,35740.0,,"Norfolk, NE",Micropolitan Statistical Area,,,,,
2016,35820.0,"North Platte, NE Micropolitan Statistical Area",Yes,97.0,17.93,14.01,21.85,1.0,%,Crude Prevalence,,,35820.0,ADDEPEV2,RESP046,"(41.2306402, -100.7833111)",35820,35820.0,,"North Platte, NE",Micropolitan Statistical Area,,,,,
2016,35840.0,"North Port-Sarasota-Bradenton, FL Metropolitan Statistical Area",Yes,150.0,14.3,11.54,17.06,1.0,%,Crude Prevalence,,,35840.0,ADDEPEV2,RESP046,"(27.3642465, -82.3193366)",35840,35840.0,412.0,"North Port-Bradenton-Sarasota, FL",Metropolitan Statistical Area,,,,,
2016,36260.0,"Ogden-Clearfield, UT Metropolitan Statistical Area",Yes,510.0,21.94,19.8,24.08,1.0,%,Crude Prevalence,,,36260.0,ADDEPEV2,RESP046,"(41.1239934, -111.8690195)",36260,36260.0,482.0,"Ogden, UT",Metropolitan Statistical Area,,,,,
2016,36420.0,"Oklahoma City, OK Metropolitan Statistical Area",Yes,410.0,20.2,17.91,22.49,1.0,%,Crude Prevalence,,,36420.0,ADDEPEV2,RESP046,"(35.4295433, -97.5063501)",36420,36420.0,416.0,"Oklahoma City, OK",Metropolitan Statistical Area,,,,,
2016,36540.0,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Yes,606.0,18.76,16.86,20.66,1.0,%,Crude Prevalence,,,36540.0,ADDEPEV2,RESP046,"(41.2904587, -95.9999701)",36540,36540.0,420.0,"Omaha, NE-IA",Metropolitan Statistical Area,,,,,
2016,36740.0,"Orlando-Kissimmee-Sanford, FL Metropolitan Statistical Area",Yes,373.0,13.71,11.91,15.51,1.0,%,Crude Prevalence,,,36740.0,ADDEPEV2,RESP046,"(28.4343441, -81.3558288)",36740,36740.0,422.0,"Orlando-Kissimmee-Sanford, FL",Metropolitan Statistical Area,,,,,
2016,37460.0,"Panama City, FL Metropolitan Statistical Area",Yes,178.0,12.56,9.66,15.46,1.0,%,Crude Prevalence,,,37460.0,ADDEPEV2,RESP046,"(30.237647, -85.632623)",37460,37460.0,,"Panama City-Panama City Beach, FL",Metropolitan Statistical Area,,,,,
2016,37860.0,"Pensacola-Ferry Pass-Brent, FL Metropolitan Statistical Area",Yes,207.0,18.56,15.66,21.46,1.0,%,Crude Prevalence,,,37860.0,ADDEPEV2,RESP046,"(30.659396, -87.156272)",37860,37860.0,,"Pensacola-Ferry Pass-Brent, FL",Metropolitan Statistical Area,,,,,
2016,15804.0,"Camden, NJ Metropolitan Division",Yes,176.0,14.0,10.88,17.12,1.0,%,Crude Prevalence,,,15804.0,ADDEPEV2,RESP046,"(39.8097724, -74.8232021)",37980,15804.0,428.0,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,,,,,
2016,48864.0,"Wilmington, DE-MD-NJ Metropolitan Division",Yes,433.0,18.4,16.24,20.56,1.0,%,Crude Prevalence,,,48864.0,ADDEPEV2,RESP046,"(39.5724155, -75.6592128)",37980,48864.0,428.0,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,,,,,
