year,cbsacode,Sample_Size,Data_value,Data_value_unit,Data_value_type,population,total_adult_obesity,total_adult_smoking,total_children_in_poverty,total_children_in_single-parent_households,total_excessive_drinking,total_homicides,total_mental_health_providers,total_motor_vehicle_crash_deaths,total_not_proficient_in_english,total_physical_inactivity,total_poor_or_fair_health,total_premature_death,total_primary_care_physicians,total_rural,total_sexually_transmitted_infections,total_uninsured_adults,total_violent_crime,total_poor_physical_health_days,total_poor_mental_health_days,depression_twitter19,depression_twitter10,CENSUS2019POP,CENSUS2010POP,Park_Area_Acres,Weighted_RESP,noise4050n,noise5060n,noise6070n,noise7080n,noise8090n,noise90n
2021,26900,675,23.36,%,Crude Prevalence,2052109,502772.488,313382.1455,66261.67499,134908.2752,292719.3651,195.3520478,0.04142,212.7617069,42667.93909,381577.707,281614.3634,162200.0144,0.018242811,236609.5928,13892.68745,135571.7212,14198.87272,24033.18383,28424.23648,,,,,17966.87954,0.231203821,12907.01996,6467.161575,1523.807138,332.1308381,45.21011409,0.863806332
2022,26900,692,22.17,%,Crude Prevalence,2068777,511015.153,280661.118,64623.68499,130661.9613,283949.3582,211.6759497,0.04514,222.1959853,41835.83424,468029.167,290519.82,172682.5066,0.018322279,239048.5768,13715.99258,144623.4846,14237.5556,25064.4193,29331.65648,,,,,17966.87954,0.231203821,12907.01996,6467.161575,1523.807138,332.1308381,45.21011409,0.863806332
2011,27140,178,18.45,%,Crude Prevalence,618478,150689.8257,98221.8267,46314.4689,75916.23578,55974.43986,85.203917,0.001151167,168.214655,9546.285,144325.7769,86380.10757,65861.09338,0.006257202,215273.067,5616.514127,88229.88947,0,8933.40375,9541.160417,,0.064516129,,614584,3021.096426,0.393407877,25480.67883,17391.90624,3550.06039,786.9010814,72.21352039,6.267889726
2012,27140,170,17.38,%,Crude Prevalence,618478,158182.0161,95217.26644,49223.54249,77183.18737,54501.48586,91.24158849,0.001151167,163.7098757,10903.38285,145848.8536,89601.48535,64628.29141,0.006257202,215273.067,6176.923649,87515.32998,2698.585369,9181.874583,9720.60875,,,,,3021.096426,0.393407877,25480.67883,17391.90624,3550.06039,786.9010814,72.21352039,6.267889726
2013,27140,147,15.39,%,Crude Prevalence,620486,160251.838,96582.268,48188.69601,74433.84019,57286.033,82.49234252,0.002440968,147.2003393,7103.241931,147790.806,90137.343,60774.33578,0.004413529,205391.0422,5364.532789,94165.91999,2531.898527,9121.32375,9579.6825,,,,,3021.096426,0.393407877,25480.67883,17391.90624,3550.06039,786.9010814,72.21352039,6.267889726
2015,27140,113,15.62,%,Crude Prevalence,623083,162178.829,95550.682,51326.805,73793.54171,59879.482,82.902518,0.00742,132.8274549,6467.026855,145959.884,89813.231,59119.62292,0.004522364,206415.5722,5395.13259,90413.64782,2508.479573,9101.205,9460.805417,,,,,3021.096426,0.393407877,25480.67883,17391.90624,3550.06039,786.9010814,72.21352039,6.267889726
2016,27140,97,16.68,%,Crude Prevalence,624484,160032.56,92693.585,44690.641,72644.07627,63550.706,82.634495,0.00811,124.5174965,6522.430392,150170.655,93927.071,58935.90928,0.00465505,207056.1397,4113.547497,90172.68008,2500.993985,9877.4275,10070.72458,,,,,3021.096426,0.393407877,25480.67883,17391.90624,3550.06039,786.9010814,72.21352039,6.267889726
2017,27140,98,17.59,%,Crude Prevalence,625382,158453.275,87982.76468,46383.706,72754.08913,61806.11303,82.938433,0.00856,116.4452511,6555.367473,145144.432,99844.62937,59221.388,0.004528273,207097.0978,5027.631975,76083.8864,2567.649386,10628.83578,10494.77263,,,,,3021.096426,0.393407877,25480.67883,17391.90624,3550.06039,786.9010814,72.21352039,6.267889726
2018,27140,142,16.45,%,Crude Prevalence,625435,161154.811,87872.05315,40561.131,72132.04735,64281.99635,86.84279806,0.00909,116.7826454,6122.597416,154094.463,95276.39441,59387.24906,0.004593608,206861.0621,4319.942703,64256.89345,2552.702924,10145.10138,10280.69415,,,,,3021.096426,0.393407877,25480.67883,17391.90624,3550.06039,786.9010814,72.21352039,6.267889726
2019,27140,132,17.2,%,Crude Prevalence,624874,173184.107,88093.601,36504.719,71047.84165,64514.8688,90.239997,0.00971,121.0443763,6499.608461,142818.992,95445.72251,60059.73775,0.004641521,206973.2127,5001.262838,62336.03306,2627.265483,10129.46843,10265.37225,,,,,3021.096426,0.393407877,25480.67883,17391.90624,3550.06039,786.9010814,72.21352039,6.267889726
2020,27140,159,19.19,%,Crude Prevalence,626075,180537.208,86071.77596,36889.109,68939.44101,67001.67677,95.29265965,0.01095,119.6074165,6373.841475,146564.897,100175.8653,60523.04699,0.004677632,207696.7344,5435.723764,64532.7059,2611.652361,10897.47282,11400.36161,,,,,3021.096426,0.393407877,25480.67883,17391.90624,3550.06039,786.9010814,72.21352039,6.267889726
2021,27140,104,19.91,%,Crude Prevalence,622930,193837.198,92764.09555,36258.044,57045.20407,69082.01762,97.81116019,0.01182,119.2115105,5665.490214,140814.26,105516.1743,59299.78557,0.004642472,207135.0988,5232.983876,61213.95718,2569.461295,11013.14902,12000.07771,,,,,3021.096426,0.393407877,25480.67883,17391.90624,3550.06039,786.9010814,72.21352039,6.267889726
2011,27260,183,18.64,%,Crude Prevalence,1328144,266176.7301,217240.1452,48578.4064,108907.4211,181480.9122,0,0.003160156,255.924548,50751.208,240288.1708,146415.2135,119481.5425,0.012383059,174497.636,7381.026256,181386.8487,10751.63454,31652.82667,32028.76,,0.15,,1345596,202200.8104,0.337382715,36154.44995,9102.271237,3183.24538,584.0290044,56.41811946,3.073308374
2012,27260,98,18.66,%,Crude Prevalence,1328144,275964.3763,212147.267,67627.7748,111576.6339,182138.6008,141.9634768,0.003160156,249.0199563,53138.45337,249419.3302,147263.7487,116256.1469,0.012383059,174497.636,6804.252308,187813.5296,10569.97135,33162.288,30941.37333,,,,,202200.8104,0.337382715,36154.44995,9102.271237,3183.24538,584.0290044,56.41811946,3.073308374
2013,27260,555,20.07,%,Crude Prevalence,1360251,285922.086,206334.85,69218.22299,111418.7938,176340.423,143.1059929,0.00311701,231.0631637,24196.93193,258339.53,163196.074,113779.7945,0.010290462,152576.3863,7155.659198,192371.985,9368.793917,33272.78267,33422.822,,,,,202200.8104,0.337382715,36154.44995,9102.271237,3183.24538,584.0290044,56.41811946,3.073308374
2014,27260,109,15.08,%,Crude Prevalence,1377850,292439.115,205634.745,71837.638,114239.5047,172026.485,144.6696525,0,233.9043093,24237.68742,258035.519,165152.917,115140.5546,0.010561606,154812.6246,7344.166164,192281.2793,8131.156943,34533.40867,34005.39933,,,,,202200.8104,0.337382715,36154.44995,9102.271237,3183.24538,584.0290044,56.41811946,3.073308374
2015,27260,119,18.21,%,Crude Prevalence,1394624,304293.075,208371.134,69346.829,116948.2586,174716.045,136.798539,0.01581,214.3548827,24359.74248,258323.826,167319.551,109545.6156,0.010904347,157552.4393,6877.153857,193505.1782,7385.81643,34915.53133,34400.93133,,,,,202200.8104,0.337382715,36154.44995,9102.271237,3183.24538,584.0290044,56.41811946,3.073308374
2016,27260,491,15.93,%,Crude Prevalence,1419127,311017.369,188308.709,72162.71299,119341.2872,219166.83,135.0666244,0.01753,209.4640622,25442.61636,254774.778,162087.118,111619.6988,0.011308686,160857.8243,7315.880972,195677.8785,7503.824031,33302.14467,37011.36067,,,,,202200.8104,0.337382715,36154.44995,9102.271237,3183.24538,584.0290044,56.41811946,3.073308374
2017,27260,394,22.53,%,Crude Prevalence,1449481,326063.857,181329.7466,69512.266,122496.9299,192477.0621,131.4545184,0.018929999,202.1154927,26869.8819,262204.229,170134.0869,113724.6854,0.011677356,165074.1746,7650.669506,163118.8266,7389.313594,37126.9574,39591.25049,,,,,202200.8104,0.337382715,36154.44995,9102.271237,3183.24538,584.0290044,56.41811946,3.073308374
2018,27260,225,23.02,%,Crude Prevalence,1478212,331783.025,197394.0722,58223.99,122035.2115,232817.0966,131.2852524,0.02046,216.4446854,27669.84554,268860.825,187487.7336,116413.6314,0.011726667,169474.3894,8303.884841,137617.2655,7516.93646,37216.04,39474.48209,,,,,202200.8104,0.337382715,36154.44995,9102.271237,3183.24538,584.0290044,56.41811946,3.073308374
2019,27260,255,16.54,%,Crude Prevalence,1504980,344502.597,200973.1934,63863.43699,121936.0026,237278.6589,137.3947973,0.02197,226.4612049,29231.93223,290375.25,190822.6979,128830.8175,0.011823174,173691.7184,8710.524202,135869.0588,7523.235375,37877.46944,40168.87945,,,,,202200.8104,0.337382715,36154.44995,9102.271237,3183.24538,584.0290044,56.41811946,3.073308374
2020,27260,190,15.22,%,Crude Prevalence,1534701,357878.916,226799.0814,60680.048,124434.3747,235648.3723,141.8664627,0.02494,235.5801649,31721.57539,307462.122,212332.2379,133792.5519,0.012168979,178648.1501,8905.657562,141201.2284,7642.709246,42267.10304,43733.37543,,,,,202200.8104,0.337382715,36154.44995,9102.271237,3183.24538,584.0290044,56.41811946,3.073308374
2022,27260,206,20.06,%,Crude Prevalence,1587892,394403.677,231165.742,61240.01599,98577.27968,251144.3253,157.1526905,0.02946,255.6043721,32832.14561,348670.959,240396.491,142460.6707,0.012571745,189059.458,10091.60094,153467.9432,7835.767673,45216.42548,52219.01221,,,,,202200.8104,0.337382715,36154.44995,9102.271237,3183.24538,584.0290044,56.41811946,3.073308374
2011,27980,193,9.88,%,Crude Prevalence,145240,25648.36276,19708.48704,3691.85556,10476.8874,21836.1078,0,0.000100158,19.305881,13502.755,18818.5789,14445.42516,9138.358935,0.001317068,18372.782,504.85424,11558.34444,303.69684,14031.84333,14031.84333,,,,,949.7983033,0.129258825,,,,,,
2012,27980,175,13.13,%,Crude Prevalence,145240,26210.931,19148.58684,5521.15336,10713.84302,22731.94812,0,0.000100158,18.91938887,13193.54866,18482.74776,14893.34532,9002.294728,0.001317068,18372.782,532.871347,11840.25528,314.8527076,14515.7,14031.84333,,,,,949.7983033,0.129258825,,,,,,
2015,27980,174,11.37,%,Crude Prevalence,160292,28197.067,19125.37243,4981.975255,12558.24924,25459.09966,1.763212,0.00217,19.36042351,5095.171442,21244.491,16889.93928,8976.75273,0.001366859,23428.00271,494.340528,11139.63271,366.5637053,17088.21333,15486.19333,,,,,949.7983033,0.129258825,,,,,,
2017,27980,182,12.43,%,Crude Prevalence,164726,28666.943,17670.63326,5625.024152,12492.56634,27911.61638,2.47089,0.00245,19.57330866,4840.175396,22398.989,15047.72977,9975.641834,0.001524987,24073.08729,542.936896,8874.642306,469.5284422,8236.947094,8029.047425,,,,,949.7983033,0.129258825,,,,,,
2011,28060,133,19.08,%,Crude Prevalence,89624,14995.52918,12530.51069,3828.378784,5139.757152,12256.61974,2.330224,0.000100379,27.693816,448.12,13283.71078,8832.982944,6871.9202,0.00079461,46962.976,200.578512,11316.46398,0,10157.38667,8962.4,,,,,2414727.757,0.314818717,,,,,,
2012,28060,105,19.53,%,Crude Prevalence,89624,14927.05645,12667.45616,4441.76544,5688.684718,12256.61974,0,0.000100379,27.5768524,578.2954991,13489.12899,9243.81936,6673.17898,0.00079461,46962.976,180.323488,14605.48554,320.0652805,10456.13333,8962.4,,,,,2414727.757,0.314818717,,,,,,
2011,28140,1055,16.76,%,Crude Prevalence,2041144,443336.0553,323215.8245,70707.62893,156728.4778,255402.2193,119.3261456,0.002534708,289.520209,78637.178,374133.0942,200825.969,146783.9114,0.016748446,267943.966,9888.880968,190289.2821,16036.52713,15195.37643,15929.43881,,0.105263158,,2009342,70292.21528,0.244235328,70946.14202,47994.68135,8682.893478,3498.390197,275.5740435,61.27422164
2012,28140,755,16.66,%,Crude Prevalence,2041144,456013.799,309501.0057,88426.8746,161833.4181,253280.0159,192.3049395,0.002534708,283.4126865,83603.65434,373928.2774,198794.4204,147060.2348,0.016823946,267943.966,10221.94837,217204.5815,12445.82237,15216.54238,16321.12357,,,,,70292.21528,0.244235328,70946.14202,47994.68135,8682.893478,3498.390197,275.5740435,61.27422164
2013,28140,1367,19.41,%,Crude Prevalence,2026745,451455.473,306229.881,96828.513,164117.3099,255867.1066,180.7140527,0.008726553,253.566342,44322.00526,370273.012,197552.4,143784.0579,0.014424778,249030.0488,9429.811656,225653.66,10814.74579,15491.92238,16118.56357,,,,,70292.21528,0.244235328,70946.14202,47994.68135,8682.893478,3498.390197,275.5740435,61.27422164
2014,28140,898,19.94,%,Crude Prevalence,2038724,452416.113,291553.843,94092.388,166746.8753,254851.6583,181.1496857,0,254.5805901,42781.18506,374401.101,200402.586,144444.9279,0.014987,249040.0167,10080.9188,226153.5755,10381.0702,15642.07119,17341.88564,,,,,70292.21528,0.244235328,70946.14202,47994.68135,8682.893478,3498.390197,275.5740435,61.27422164
2015,28140,1434,19.03,%,Crude Prevalence,2054473,453033.271,293981.061,89132.08001,168974.3837,257218.7604,182.487859,0.030806407,232.6558152,42211.96138,365240.007,202083.558,139324.7314,0.015414282,250152.9602,10217.85924,220218.4071,9492.298579,15756.2769,17469.40795,,,,,70292.21528,0.244235328,70946.14202,47994.68135,8682.893478,3498.390197,275.5740435,61.27422164
2016,28140,735,18.08,%,Crude Prevalence,2071133,452512.035,278112.303,87872.5,167856.0973,266932.269,181.3149173,0.032662469,220.6153214,40930.70975,367647.742,228208.255,138741.1327,0.016242077,250962.1058,9642.74301,221518.1332,9555.619544,17152.13476,16216.81595,,,,,70292.21528,0.244235328,70946.14202,47994.68135,8682.893478,3498.390197,275.5740435,61.27422164
2017,28140,1522,20.45,%,Crude Prevalence,2087471,465713.893,271887.2131,84591.095,168492.9513,283599.2446,176.7663899,0.034619492,204.254422,40377.51797,349554.251,227569.7362,139132.5643,0.016379833,252152.8834,10014.66398,181311.8468,9561.148025,16802.77744,17907.82091,,,,,70292.21528,0.244235328,70946.14202,47994.68135,8682.893478,3498.390197,275.5740435,61.27422164
2018,28140,855,21.34,%,Crude Prevalence,2104509,500268.483,279286.3923,76119.70799,169565.8652,303814.817,184.0995514,0.03644694,208.1650465,39248.15583,364913.701,230667.8991,140758.6431,0.016576739,254023.1933,10395.1127,157040.8617,9629.082399,17604.93779,18596.74258,,,,,70292.21528,0.244235328,70946.14202,47994.68135,8682.893478,3498.390197,275.5740435,61.27422164
2019,28140,851,21.61,%,Crude Prevalence,2128912,510625.863,283122.3863,71756.16599,166366.024,308063.2451,194.6804562,0.03835,219.5614302,41146.74919,353824.967,233820.7972,145694.4931,0.016983855,256453.7289,11249.18179,151929.0898,11004.4146,17807.1013,18810.28511,0.18986569,,2127259,,70292.21528,0.244235328,70946.14202,47994.68135,8682.893478,3498.390197,275.5740435,61.27422164
2020,28140,809,21.63,%,Crude Prevalence,2143651,517599.492,269091.2264,69178.392,164812.1112,332679.788,201.8046507,0.04072,225.5545976,41971.72296,373787.811,241997.8761,147690.1139,0.017135451,257920.0168,11929.67187,159209.0149,11048.18041,18456.8753,19375.26345,,,,,70292.21528,0.244235328,70946.14202,47994.68135,8682.893478,3498.390197,275.5740435,61.27422164
2021,28140,1135,19.55,%,Crude Prevalence,2157990,511861.81,299151.1016,72843.595,123998.1221,321991.8045,212.5746544,0.04292,233.3691217,43751.88389,373451.438,276297.0222,151438.1203,0.017634235,259315.1442,12998.62849,160733.786,11104.10486,19182.40778,22083.82399,,,,,70292.21528,0.244235328,70946.14202,47994.68135,8682.893478,3498.390197,275.5740435,61.27422164
2022,28140,714,20.67,%,Crude Prevalence,2173212,577000.592,296291.774,59575.07901,122092.41,321588.4879,228.923364,0.04593,244.7376684,40580.71036,474256.892,281919.166,159110.3166,0.017949548,261059.4821,13071.81923,165380.9465,11161.50527,18776.99955,21983.92284,,,,,70292.21528,0.244235328,70946.14202,47994.68135,8682.893478,3498.390197,275.5740435,61.27422164
2011,28180,82,12.15,%,Crude Prevalence,64529,10225.58799,8330.113139,1772.418043,4628.794228,9976.1834,0,6.07E-05,7.614422,4517.03,8030.827637,7382.375716,4299.760857,0.000626348,12260.51,116.539374,5596.987344,128.606297,6237.803333,5807.61,,,,,1792.679985,0.090493435,,,,,,
2012,28180,101,11.3,%,Crude Prevalence,64529,10824.15899,8280.232222,2299.749031,4251.688929,10824.15899,0,6.07E-05,8.459744286,4555.669488,8230.351305,7681.661218,4184.492704,0.000626348,12260.51,150.933331,4590.334944,199.2838753,6452.9,6237.803333,,,,,1792.679985,0.090493435,,,,,,
2011,28260,83,14.96,%,Crude Prevalence,52274,11719.93578,6714.907268,1581.905828,2887.010176,7243.13454,0,0.000141893,9.80932,1137.702,9172.57278,4053.66696,3169.188576,0.00050611,19853.948,172.705712,6006.672956,0,2189.84,2123.26,,,,,559.323115,0.2,,,,,,
2021,28260,98,18.51,%,Crude Prevalence,56154,14173.4,6644.457525,1323.847,2704.737919,9946.175884,0,0.00187,6.541534035,908.9940685,9337.484,5904.485922,2971.572925,0.000480174,19563.79961,161.750298,3709.166627,102.4270121,2995.305995,3380.29935,,,,,559.323115,0.2,,,,,,
2011,28300,103,20.95,%,Crude Prevalence,77045,17344.3704,12264.94764,1630.88856,3745.00336,10096.90134,0.693405,0.000519283,7.935635,770.45,13132.16616,6999.69234,4302.80916,0.000549024,50772.655,146.770725,7345.31621,0,8731.766667,8474.95,,,,,4030.66921,0.2,,,,,,
2012,28300,100,15.09,%,Crude Prevalence,77045,17406.31458,11397.72912,2023.50988,4055.832384,10034.95716,0,0.000519283,8.311868278,831.0373251,13503.83124,7557.18996,4264.502386,0.000549024,50772.655,133.75012,7596.868135,130.9712235,8731.766667,8474.95,,,,,4030.66921,0.2,,,,,,
2012,28420,104,19.34,%,Crude Prevalence,245649,54011.83259,26185.50018,15114.03887,21313.8427,21048.22673,8.7386535,0.000277685,26.57896907,37561.13209,34731.57253,27216.60215,14028.56846,0.001692625,35666.28,914.502615,32619.8416,634.22109,14867.865,12327.73,,,,,182126.5381,0.216099558,,,,,,
2015,28420,112,21.27,%,Crude Prevalence,271124,60971.61,27359.127,16034.332,25508.3541,26346.664,6.439716,0.0035,21.37346332,21149.91581,36307.8,31357.833,13937.4407,0.001708683,31054.08539,947.06593,37228.20276,657.5605117,17441.29667,13286.09,,,,,182126.5381,0.216099558,,,,,,
2022,28420,184,21.99,%,Crude Prevalence,303501,70127.37,32264.228,11115.084,18151.47047,35997.54707,9.291456704,0.00759,26.05108028,21151.96692,53045.517,42104.824,17392.89696,0.00168863,34765.00332,1758.03683,23227.50011,606.2937683,21014.93787,21713.08177,,,,,182126.5381,0.216099558,,,,,,
2021,28660,122,26.68,%,Crude Prevalence,460303,109764.378,62534.73139,21980.16,33181.07801,60582.58268,30.05397148,0.00868,69.65989742,9926.41938,80471.886,67271.97244,33889.06782,0.003120714,84495.19128,3930.600901,54876.11342,1695.984283,21202.904,22069.6226,,,,,44026.55668,0.22784238,2773.299229,817.5083651,206.5088464,53.7012777,3.365104816,1.01777278
2011,28700,153,28.53,%,Crude Prevalence,305629,71975.23407,60993.51308,13953.45392,18948.27468,20694.77499,0,0.000371481,69.388434,2282.503,71903.76502,49654.21145,29328.37057,0.003008795,132212.693,496.698724,27805.01049,1212.563674,9392.339333,7794.569333,,,,,8111.771909,0.310147189,16226.62614,13906.10699,4299.744169,1128.305005,101.8158173,6.257880757
2012,28700,143,22.19,%,Crude Prevalence,305629,78388.83802,58820.93819,17076.95954,19246.48655,21216.39556,11.40301799,0.000371481,67.19398536,2362.648233,74343.59848,49732.59392,29078.83795,0.003008795,132212.693,519.096343,35940.0518,1134.243505,10952.7025,9453.890833,,,,,8111.771909,0.310147189,16226.62614,13906.10699,4299.744169,1128.305005,101.8158173,6.257880757
2013,28700,124,24.75,%,Crude Prevalence,309793,79800.267,63542.35642,16565.467,19582.5137,19226.256,9.514680612,0.000600323,58.67711665,1247.619985,75697.316,54955.55634,28326.56999,0.002685817,131325.5728,538.528882,36307.815,1128.937856,12233.58667,10040.29917,,,,,8111.771909,0.310147189,16226.62614,13906.10699,4299.744169,1128.305005,101.8158173,6.257880757
2014,28700,137,27.49,%,Crude Prevalence,309006,79369.36,62934.48362,16032.252,18623.95797,18436.22744,9.489870955,0,58.50543143,1095.677632,80550.67,54841.53731,28246.73894,0.002792363,131091.987,706.058738,36264.90754,1115.458435,12382.0275,10291.7425,,,,,8111.771909,0.310147189,16226.62614,13906.10699,4299.744169,1128.305005,101.8158173,6.257880757
2015,28700,110,21.54,%,Crude Prevalence,308283,81148.619,62857.10471,17188.758,20514.3579,18413.44693,9.628562303,0.00248,48.70089057,1064.440668,81950.049,54792.4455,28775.91507,0.002764201,130847.6432,736.638675,35642.29268,1114.429181,12368.6525,10277.90083,,,,,8111.771909,0.310147189,16226.62614,13906.10699,4299.744169,1128.305005,101.8158173,6.257880757
2016,28700,146,24.26,%,Crude Prevalence,308079,78235.082,55779.058,16584.102,20584.52458,31340.287,8.723803069,0.00261,47.31966807,978.6641052,83890.89,48740.486,29107.19787,0.002893439,130587.6869,703.729333,33961.86354,1115.677613,9136.694667,8863.628667,,,,,8111.771909,0.310147189,16226.62614,13906.10699,4299.744169,1128.305005,101.8158173,6.257880757
2017,28700,173,29.69,%,Crude Prevalence,307120,75233.277,49349.88231,15699.97,20595.88624,31285.1049,8.812920956,0.00268,43.76417853,869.0548398,80645.856,44138.11756,29429.09917,0.002873609,130058.6864,643.746262,30829.01081,1040.374763,9226.117091,8480.702892,,,,,8111.771909,0.310147189,16226.62614,13906.10699,4299.744169,1128.305005,101.8158173,6.257880757
2018,28700,151,30.05,%,Crude Prevalence,306334,76906.526,49828.01415,14724.52,19605.66863,32642.3318,8.642508188,0.00281,43.74741552,806.0186005,76671.893,43874.47469,28702.03502,0.002794483,129648.9681,746.769175,24753.81333,1038.719852,9060.323653,9282.93485,,,,,8111.771909,0.310147189,16226.62614,13906.10699,4299.744169,1128.305005,101.8158173,6.257880757
2019,28700,168,30.62,%,Crude Prevalence,306659,78383.107,49998.48813,14073.103,20379.63123,32747.91563,8.685885841,0.00307,42.98811009,999.317035,70541.784,44015.53824,29594.12705,0.002696045,129784.851,715.536157,22774.69256,1067.54591,9069.841589,9293.518813,,,,,8111.771909,0.310147189,16226.62614,13906.10699,4299.744169,1128.305005,101.8158173,6.257880757
2022,28700,183,36.85,%,Crude Prevalence,308183,92421.159,57831.847,12340.523,14549.95892,39101.6069,12.80212793,0.00374,47.35669274,770.2710097,80231.929,56167.968,32714.68427,0.00271831,129686.3037,872.177156,24857.22871,1076.274868,9965.029282,11364.50037,,,,,8111.771909,0.310147189,16226.62614,13906.10699,4299.744169,1128.305005,101.8158173,6.257880757
2011,28940,116,19.08,%,Crude Prevalence,835320,194617.7475,146863.265,35636.57977,53866.01595,59897.10303,0,0.000790873,182.713145,14140.851,192547.7231,119561.2923,71858.1374,0.008221247,263630.62,2386.218058,92841.63986,4095.142964,12945.00778,10245.98741,,0.071428571,,837571,10960.03263,0.350272368,4653.779709,4170.755824,1164.331191,344.6025223,42.63804994,1.933130024
2012,28940,170,20.79,%,Crude Prevalence,835320,205822.7391,140943.7087,38824.17504,53205.86134,58010.01569,51.91565038,0.000790873,177.9619449,16515.38982,192418.284,122863.3617,71157.71121,0.008221247,263630.62,2583.009238,93915.99973,4043.708979,13166.72704,10406.46,,,,,10960.03263,0.350272368,4653.779709,4170.755824,1164.331191,344.6025223,42.63804994,1.933130024
2013,28940,159,21.32,%,Crude Prevalence,843454,209002.461,135680.8838,41997.034,52476.73954,58325.121,48.80520019,0.003458037,166.1985718,8781.794425,195415.44,121469.5972,71295.42782,0.00703957,247746.0213,2523.468118,98416.792,3908.8133,14716.75042,10305.67704,,,,,10960.03263,0.350272368,4653.779709,4170.755824,1164.331191,344.6025223,42.63804994,1.933130024
2014,28940,129,27,%,Crude Prevalence,848350,203743.888,135539.067,42476.487,52214.48494,65213.45807,49.1226556,0,166.9944444,9193.902724,209382.896,121702.8765,71673.87405,0.007063234,248325.0101,2893.758395,101439.6136,3773.398694,14870.53833,15254.90111,,,,,10960.03263,0.350272368,4653.779709,4170.755824,1164.331191,344.6025223,42.63804994,1.933130024
2015,28940,139,21.64,%,Crude Prevalence,852715,204477.075,136367.448,42522.204,52285.69435,65563.25419,45.49208152,0.016565744,147.8839597,8858.175237,204277.957,122335.3384,73986.22921,0.00712532,248936.8579,3036.027607,97709.9657,3678.298394,14939.235,15335.28889,,,,,10960.03263,0.350272368,4653.779709,4170.755824,1164.331191,344.6025223,42.63804994,1.933130024
2016,28940,163,22.8,%,Crude Prevalence,857585,206434.621,147939.153,43727.039,52797.22528,81176.264,42.94409895,0.01725583,138.9727502,9239.151097,218679.611,135413.142,73454.79263,0.007122395,249496.8244,2873.637154,95423.81438,3702.810126,14131.81815,14224.54556,,,,,10960.03263,0.350272368,4653.779709,4170.755824,1164.331191,344.6025223,42.63804994,1.933130024
2017,28940,139,24.71,%,Crude Prevalence,861424,210787.757,135074.3424,41083.677,53925.30126,83879.38832,38.08114642,0.01747,129.4502291,9371.093453,200484.538,126840.9007,75576.16113,0.00723906,250047.568,3081.165816,84714.4936,3377.754107,14658.97903,14290.92538,,,,,10960.03263,0.350272368,4653.779709,4170.755824,1164.331191,344.6025223,42.63804994,1.933130024
2018,28940,149,28.79,%,Crude Prevalence,868546,219244.073,140867.732,35503.574,53972.99354,105459.3567,37.36038141,0.01845,130.6908675,9501.681765,197392.075,129222.6669,78151.01627,0.007278136,251575.187,3383.553372,73438.77501,3407.681305,14717.84762,15202.91466,,,,,10960.03263,0.350272368,4653.779709,4170.755824,1164.331191,344.6025223,42.63804994,1.933130024
2019,28940,175,30.2,%,Crude Prevalence,877104,224378.745,142346.4782,35066.798,54854.32768,106611.3183,38.29841873,0.01944,127.0833376,9757.941147,168278.808,130585.3521,82084.23988,0.00739066,253508.5347,3733.489191,65395.66529,3706.812041,14860.59325,15352.26915,,,,,10960.03263,0.350272368,4653.779709,4170.755824,1164.331191,344.6025223,42.63804994,1.933130024
2020,28940,138,26.89,%,Crude Prevalence,883309,222160.928,143961.483,31523.233,55054.31804,107679.0194,38.64996441,0.02048,129.9575034,9095.153028,168858.194,127966.6371,84824.05484,0.007324686,254998.0447,3875.775234,69015.04725,3732.760889,13550.27799,14674.40067,,,,,10960.03263,0.350272368,4653.779709,4170.755824,1164.331191,344.6025223,42.63804994,1.933130024
2021,28940,169,27.3,%,Crude Prevalence,892366,220710.176,154173.8501,32324.538,44416.39121,128279.5499,39.73790132,0.0211,133.4624216,8797.050673,173582.836,145301.4557,86470.67675,0.007348955,257247.0423,4155.404131,72905.22096,3771.301237,15296.83117,17569.74845,,,,,10960.03263,0.350272368,4653.779709,4170.755824,1164.331191,344.6025223,42.63804994,1.933130024
2022,28940,188,32.23,%,Crude Prevalence,901689,251660.074,151787.053,27897.744,41606.15814,119522.5626,41.97903712,0.02249,134.2424181,8926.578421,216196.204,147397.595,90789.42929,0.007390639,259630.3689,4286.154365,74764.6274,3810.86297,15365.2171,17831.64311,,,,,10960.03263,0.350272368,4653.779709,4170.755824,1164.331191,344.6025223,42.63804994,1.933130024
2012,29060,107,20.66,%,Crude Prevalence,61358,12812.40941,9976.074504,1619.23762,3762.220203,8019.981464,0,0.000210458,8.214423953,469.1684493,10807.41405,6063.888424,3775.394555,0.000350468,36753.442,78.108734,6107.452604,110.8678732,6340.326667,7362.96,,,,,561.0705044,0.2,,,,,,
2011,29180,93,16.29,%,Crude Prevalence,379407,83277.32004,65580.64781,21995.94906,35860.41412,55509.88628,20.413986,0.000729749,90.270122,13706.962,79114.14172,52369.77817,38425.30429,0.003507309,121640.3,1708.959904,69427.09299,0,11990.2975,9531.8025,,,,,1760.791939,0.300461687,2373.718924,2167.092006,325.038914,17.68563086,3.021149789,1.820376087
