Locationabbr,Locationdesc,year,Sample_Size,Data_value,Data_value_unit,Data_value_type,countyname_combined,fips_combined,adult_population,adult_population18_65,population,total_65_and_older,total_adult_obesity,total_adult_smoking,total_below_18_years_of_age,total_children_in_poverty,total_children_in_single-parent_households,total_excessive_drinking,total_female,total_homicides,total_mental_health_providers,total_motor_vehicle_crash_deaths,total_not_proficient_in_english,total_physical_inactivity,total_poor_mental_health_days,total_poor_or_fair_health,total_poor_physical_health_days,total_premature_death,total_primary_care_physicians,total_rural,total_sexually_transmitted_infections,total_uninsured_adults,total_violent_crime
28700,"Kingsport-Bristol-Bristol, TN-VA Metropolitan Statistical Area",2019.0,168,30.62,%,Crude Prevalence,HAWKINS; SULLIVAN; SCOTT; WASHINGTON; BRISTOL CITY,47073; 47163; 51169; 51191; 51520,247093.9999997763,181023.0000027231,306659.0,66070.9999970532,78383.10699995032,49998.48812932771,59565.0000002237,14073.103000034784,20379.63123352978,32747.91562517156,156824.0000067995,7.591012,5736.36769113681,42.98811008778897,999.3170350043001,70541.7839998869,46467.59406531698,44015.538238743844,45349.207946314775,29594.127046950067,5025.304764766748,129784.8509648226,715.536157,22774.692564532183,1067.5459096694747
28700,"Kingsport-Bristol-Bristol, TN-VA Metropolitan Statistical Area",2022.0,183,36.85,%,Crude Prevalence,HAWKINS; SULLIVAN; SCOTT; WASHINGTON; BRISTOL CITY,47073; 47163; 51169; 51191; 51520,250356.0000024337,179521.0000026019,308183.0,70834.9999998318,92421.15900097713,57831.847000609545,57826.999997566294,12340.522999390712,14549.958918563356,39101.606901548286,157405.999997544,11.183786559367494,4520.313107399674,44.6938458964193,770.2710096551,80231.92900085938,56822.501846697895,56167.96800058497,49825.146409606394,32714.684273060982,4962.858331337741,129686.3036974398,872.177156,24857.228711794847,1076.2748682194108
28940,"Knoxville, TN Metropolitan Statistical Area",2011.0,116,19.08,%,Crude Prevalence,ANDERSON; BLOUNT; KNOX; LOUDON; UNION,47001; 47009; 47093; 47105; 47173,545939.991,444683.19200000004,699247.0,101256.799,160601.151381,118974.81038899999,153307.009,27710.302576,44914.11056,56636.186460000004,359788.703,0.0,inf,147.003482,13067.855,155834.087822,74711.29999999999,88685.599986,90406.01000000001,57913.92575800001,7977.860674972382,175853.32200000001,2193.930479,79998.112695,3616.792815
28940,"Knoxville, TN Metropolitan Statistical Area",2012.0,170,20.79,%,Crude Prevalence,ANDERSON; BLOUNT; KNOX; LOUDON; UNION,47001; 47009; 47093; 47105; 47173,545939.991,444683.19200000004,699247.0,101256.799,169755.755878,116268.518045,153307.009,30079.246544,44546.43156647435,54628.620983,359788.703,39.363588199999995,inf,142.77409993528886,15578.447312428401,155632.161971,75703.45666666667,89382.29962599999,91442.95666666667,57473.0680369,7977.860674972382,175853.32200000001,2350.3398310000002,76454.269195,3585.245025473437
28940,"Knoxville, TN Metropolitan Statistical Area",2013.0,159,21.32,%,Crude Prevalence,ANDERSON; BLOUNT; KNOX; LOUDON; UNION,47001; 47009; 47093; 47105; 47173,552951.0000205922,447475.0000252635,704500.0,105475.9999953287,171934.30500617527,109331.92900397144,151548.9999794077,32449.75399579976,43926.90827800912,54735.49700235419,361937.0000203693,36.8406522464803,24403.614685282628,127.61504280697254,8347.923681143,157694.70200592483,75684.65333333334,87769.01100335974,91416.05666666667,56745.9488672,8915.449995835272,153423.0006635976,2245.7523380000002,81549.39600446122,3475.819530992102
28940,"Knoxville, TN Metropolitan Statistical Area",2014.0,129,27.0,%,Crude Prevalence,ANDERSON; BLOUNT; KNOX; LOUDON; UNION,47001; 47009; 47093; 47105; 47173,557833.0000139042,447704.00000238174,709824.0,110129.0000115224,168388.9600042676,109593.04500262268,151990.9999860958,33611.6619970735,43851.7365774396,49266.890001494176,364661.82926221617,37.151041251686834,0.0,128.51265214949873,8765.137992817801,169036.23200416868,78502.70666666668,89067.87900228445,94190.76333333332,57169.151226999995,8906.831237802346,154207.8766776362,2579.440883,84457.92249573638,3398.0822350302765
28940,"Knoxville, TN Metropolitan Statistical Area",2015.0,139,21.64,%,Crude Prevalence,ANDERSON; BLOUNT; KNOX; LOUDON; UNION,47001; 47009; 47093; 47105; 47173,561904.0000056318,447786.0000239443,714813.0,114117.99998168752,168565.09700171725,110397.86700119975,152908.9999943682,33687.51599900699,44256.55070318655,49612.757000228085,367319.0000157886,33.50394,4951.717663724886,110.49979636333107,8417.9680610448,165040.19500173096,79061.81333333334,89714.27300064343,94848.98999999999,58548.300010700004,8865.724840520887,155155.0338617703,2640.569248,81364.0619791549,3308.9759331113396
28940,"Knoxville, TN Metropolitan Statistical Area",2016.0,163,22.8,%,Crude Prevalence,ANDERSON; BLOUNT; KNOX; LOUDON; UNION,47001; 47009; 47093; 47105; 47173,567070.9999985426,448978.0000082554,720395.0,118092.99999028721,170860.44499929287,121873.24499966537,153324.0000014574,35430.47800029666,44906.2261034727,68902.70099981857,370193.99999692437,31.530243,4856.87582320767,103.91587465974456,8769.4042457103,177276.7319993259,106228.24333333333,110642.6549996877,104860.18333333333,58299.965236,8929.01145355831,156136.24890323897,2565.942891172749,79476.570066375,3335.7961004746517
28940,"Knoxville, TN Metropolitan Statistical Area",2017.0,139,24.71,%,Crude Prevalence,ANDERSON; BLOUNT; KNOX; LOUDON; UNION,47001; 47009; 47093; 47105; 47173,571418.9999957922,449907.0000100943,724575.0,121511.9999856979,174527.26099869606,110316.30767933738,153156.0000042078,32647.340001048102,46193.2342473017,71269.85925334001,372017.999981754,27.411144999999998,4679.368231670337,97.07237429381702,8945.8364597708,163841.75399869887,106845.25871271413,103951.3172231176,108430.09918676162,60421.47160999999,9137.424871158604,156955.5961679469,2798.415836,70159.00854351369,3003.129306821244
28940,"Knoxville, TN Metropolitan Statistical Area",2018.0,149,28.79,%,Crude Prevalence,ANDERSON; BLOUNT; KNOX; LOUDON; UNION,47001; 47009; 47093; 47105; 47173,577809.0000101256,452290.0000170807,731332.0,125518.99999304501,182914.9420031509,115340.9096261541,153522.9999898744,27686.820998012,46062.76222892105,90331.182465932,375765.9999794346,27.941361983567884,4541.911364563579,98.42397812925489,8920.086310716599,162890.69000283815,114595.93211655565,106565.23653060792,109773.79519878123,62267.62206649268,9895.980016111014,158160.4870961404,3081.441108,61493.63585881007,3032.325736299485
28940,"Knoxville, TN Metropolitan Statistical Area",2019.0,175,30.2,%,Crude Prevalence,ANDERSON; BLOUNT; KNOX; LOUDON; UNION,47001; 47009; 47093; 47105; 47173,584620.0000205783,455725.0000400883,739640.0,128894.99998048999,187503.99200646736,116698.48354389689,155019.9999794217,27994.985996497395,47072.80507566153,91409.98619085623,379802.9999885812,30.057979000000003,4413.378859909173,96.56043547436488,9310.024673573102,137800.71500430987,115900.2129034046,107819.87060397613,111017.97551822936,65665.85922527936,9399.824291216175,159893.6358138103,3390.214243,54287.46851462845,3273.070465367564
28940,"Knoxville, TN Metropolitan Statistical Area",2020.0,138,26.89,%,Crude Prevalence,ANDERSON; BLOUNT; KNOX; LOUDON; UNION,47001; 47009; 47093; 47105; 47173,591066.0000140106,457845.0000177753,745862.0,133220.9999962354,184857.9070044173,119291.8845346324,154795.9999859894,24762.653997705966,46904.36798081491,92921.60584054411,383148.00001239823,29.47295262919986,4383.286533374911,99.67509127212358,8605.359714136,136539.61500302367,109516.43770667195,104634.25228761083,100782.66419763728,68625.8029103315,9752.07871890449,161421.8140137743,3547.804949,57195.59660537781,3299.0523625312694
28940,"Knoxville, TN Metropolitan Statistical Area",2021.0,169,27.3,%,Crude Prevalence,ANDERSON; BLOUNT; KNOX; LOUDON; UNION,47001; 47009; 47093; 47105; 47173,598683.0000090171,461424.99998846656,754419.0,137258.00002055062,182974.08000264384,123867.29122359282,155735.99999098293,25440.026998433652,37972.95105869594,110332.7961138752,386958.9999872608,31.00796370883024,4450.994287675511,102.47752892918604,8262.1234765739,140923.94400199834,131724.1158378299,117882.76379219524,112828.64192382433,70183.13438017004,9927.095858180046,163405.7022233128,3788.032343,60606.82709832924,3335.6730216166443
28940,"Knoxville, TN Metropolitan Statistical Area",2022.0,188,32.23,%,Crude Prevalence,ANDERSON; BLOUNT; KNOX; LOUDON; UNION,47001; 47009; 47093; 47105; 47173,606553.0000171036,464177.00000788685,763015.0,142376.0000092167,211341.60000578352,122272.44500318529,156461.9999828964,22141.00199770382,35593.74105623296,102073.18125963576,391521.9999838582,35.3489509108203,4269.59699972858,102.53375465594044,8428.7241376251,178080.0000049717,133162.7402240896,119422.85500321591,113825.51031667768,73773.22665479331,10240.404691266982,165284.7582756257,3946.198491,62830.54408276395,3373.152812073947
29180,"Lafayette, LA Metropolitan Statistical Area",2011.0,93,16.29,%,Crude Prevalence,LAFAYETTE; ST. MARTIN,22055; 22099,196490.561,168437.78399999999,263171.0,28052.777000000002,56691.229252000005,45287.193189,66680.439,13910.115981,24840.270039000003,40556.252674999996,134745.638,15.059222,34331.78742310321,55.62941000000001,8471.603,53657.09020300001,26477.25,34446.873811,32088.783333333333,25343.797382,4226.614918118536,60245.56700000001,1328.698162,50275.64762399999,0.0
29180,"Lafayette, LA Metropolitan Statistical Area",2012.0,90,13.79,%,Crude Prevalence,LAFAYETTE; ST. MARTIN,22055; 22099,196490.561,168437.78399999999,263171.0,28052.777000000002,59939.672899,44766.68810299999,66680.439,16525.799382,25703.28284913492,40451.658004000004,134745.638,13.30697832,34331.78742310321,55.59824997414479,10134.1069333696,50998.118239,27354.486666666668,34265.729018,31740.67,24810.2138695,4226.614918118536,60245.56700000001,1453.5561469999998,38815.816512,2156.451664144973
29180,"Lafayette, LA Metropolitan Statistical Area",2014.0,86,14.48,%,Crude Prevalence,LAFAYETTE; ST. MARTIN,22055; 22099,211394.9999971936,180403.9999911509,279781.0,30991.0000060427,64755.16499917184,48239.80499937406,68386.0000028064,17815.08200071297,27223.063189878143,44082.86999938843,143155.8298136657,16.34610710248692,0.0,49.18197336758741,4723.3658629782,56109.509999275775,28505.36,32873.759999595604,29032.620000000003,22639.2777882,5664.92826654635,45024.174422668,1695.3677630000002,46232.45724332975,1857.9283802278524
29180,"Lafayette, LA Metropolitan Statistical Area",2018.0,128,21.37,%,Crude Prevalence,LAFAYETTE; ST. MARTIN,22055; 22099,224643.99999697928,188001.99998674082,295405.0,36642.0000102385,74446.90399908576,46548.055223618474,70761.0000030207,16751.988000657657,29227.290335227313,43856.77108054029,150774.9999872494,21.73940476013258,2478.6380568200907,41.386555722747794,5092.8635156062,63666.151999215566,41229.114057229934,40218.41626410316,39780.03935070856,22296.199208524606,5577.043834609896,46852.2978566629,1780.0140519999998,33037.64585351577,1568.7670431525216
29180,"Lafayette, LA Metropolitan Statistical Area",2019.0,135,25.58,%,Crude Prevalence,LAFAYETTE; ST. MARTIN,22055; 22099,225714.9999935002,187390.99998559192,296656.0,38324.000007908304,74806.15999791656,46770.52534693566,70941.0000064998,16930.600001389714,28695.103842618024,44066.430429175976,151826.0000013511,23.283586999999997,1931.983059493578,39.20721816937521,5031.491230208099,62439.61899839286,41403.53750464425,40408.492185077856,39948.61347193557,22795.560804660996,5582.768126867833,47024.015824369504,1718.716189,28744.50622239946,1370.7511440837034
29180,"Lafayette, LA Metropolitan Statistical Area",2020.0,132,23.5,%,Crude Prevalence,LAFAYETTE; ST. MARTIN,22055; 22099,226075.0000032321,185951.0000025362,296403.0,40124.0000006959,72852.05100096545,41744.37310472004,70327.9999967679,15268.349999394166,27227.451847648896,45547.32234139526,151895.9999927753,25.14592246572367,2054.5332933180725,39.66978035119533,5110.9620798209,61050.431000783385,47823.813279051144,40260.77001058094,43645.25565345117,22840.529504856182,5518.147182400671,46776.0837782231,1765.138126,23520.06752950511,1370.8070645000948
29180,"Lafayette, LA Metropolitan Statistical Area",2021.0,164,27.24,%,Crude Prevalence,LAFAYETTE; ST. MARTIN,22055; 22099,227278.0000047736,185237.9999988893,297821.0,42040.0000058843,68294.25600135465,49846.82829616855,70542.9999952264,16330.994998949354,21647.937528420956,49591.152639324995,152875.9999977353,26.05915850172584,1913.8440399078713,38.18984953019125,4490.129725633801,58385.22400111793,47243.01313449384,44932.93886740922,42723.32927656275,22946.820015659185,5380.896167003214,46815.661456448506,1812.4278479999998,19596.512991052583,1378.4507308334485
29180,"Lafayette, LA Metropolitan Statistical Area",2022.0,122,25.07,%,Crude Prevalence,LAFAYETTE; ST. MARTIN,22055; 22099,228868.9999987528,185088.0000077262,299472.0,43780.999991026605,85368.97599957253,48589.861999839544,70603.0000012472,14302.243000132732,20803.909725593174,53200.299819660104,153613.0000124698,28.013714687354366,1469.1875554859307,37.059502411666564,4178.0651771242,71530.11999969234,52473.97198682005,48199.24099983281,42899.902915989114,24792.131332207726,5434.504770467332,46756.2279299794,1964.4188500000002,22416.132444332095,1387.972281882545
29340,"Lake Charles, LA Metropolitan Statistical Area",2011.0,113,17.98,%,Crude Prevalence,CALCASIEU; CAMERON,22019; 22023,144247.916,119829.414,194138.0,24418.502,48443.813708,34492.42864,49890.084,10233.823896,16860.457344,24344.246039999998,99187.96800000001,15.672326000000005,inf,45.44146,3412.2740000000003,44491.280476,20126.76666666667,25226.208584,23592.54,22305.47988,inf,48596.096,786.9182280000001,34906.667777999995,0.0
29620,"Lansing-East Lansing, MI Metropolitan Statistical Area",2013.0,147,20.49,%,Crude Prevalence,CLINTON; EATON; INGHAM,26037; 26045; 26065,365375.00000340515,309174.99999306607,465138.0,56200.0000103391,114084.76700105968,72701.79800062753,99762.9999965948,20325.240999150505,30895.728852378325,62895.680000626024,238625.00000887102,12.419024943330893,18970.82422351414,42.29267100958374,8389.8799173031,83643.74000077165,55782.24333333334,48262.772000421195,54954.33666666667,26914.3783716,7159.197472681457,118164.6438097643,2599.438825,46322.800998929946,1936.362709145144
29620,"Lansing-East Lansing, MI Metropolitan Statistical Area",2016.0,139,20.35,%,Crude Prevalence,CLINTON; EATON; INGHAM,26037; 26045; 26065,371138.0000013998,307572.00001715845,470458.0,63565.99998424131,116036.24100033371,64424.70500031302,99319.9999986002,19086.49499936456,32346.86570872941,78128.92100028793,241077.00000417262,12.768538,2964.260034104934,39.75137760409019,7531.2789834918,76882.31100021373,57217.27333333333,48618.648000251414,54338.543333333335,30374.851114999998,7619.091663426206,119722.82805002181,2359.3425157346132,42371.638366443876,1797.6593032326782
29620,"Lansing-East Lansing, MI Metropolitan Statistical Area",2017.0,136,23.71,%,Crude Prevalence,CLINTON; EATON; INGHAM,26037; 26045; 26065,373457.9999965104,307820.9999931091,472276.0,65637.0000034013,118771.0339987977,63323.36219832089,98818.0000034896,19494.87100043466,32582.785642000672,81815.56067851643,241995.9999886859,13.442136000000001,2764.6369047451467,40.00908545531351,6973.603911831,77815.31399921744,57816.01448266032,51600.826573509104,56436.07736739457,30299.968104,7645.021765975547,120054.8385227699,2317.58205,33258.698066187804,1871.577729813076
29620,"Lansing-East Lansing, MI Metropolitan Statistical Area",2018.0,147,23.36,%,Crude Prevalence,CLINTON; EATON; INGHAM,26037; 26045; 26065,376508.9999890579,308548.9999989562,475099.0,67959.9999901017,118891.69199687871,65893.95222850678,98590.0000109421,18944.324002880614,32937.249351273196,85164.58310766847,243045.99999411366,14.200248697087547,2557.0666704544824,41.40112337690755,6724.1720887873,82627.11199775877,66778.83470048409,59821.986177684026,64873.009096772366,31629.002661571554,7848.9660772243415,120714.36779322429,2335.431652,24589.315343045062,1883.6642509091018
29620,"Lansing-East Lansing, MI Metropolitan Statistical Area",2019.0,136,22.63,%,Crude Prevalence,CLINTON; EATON; INGHAM,26037; 26045; 26065,379290.00000719435,308766.00001476763,477656.0,70523.99999242669,124492.43800245842,66385.91824490929,98365.99999280571,17962.841998467295,32374.28317990533,85811.88533255263,244154.9999893594,16.218495,2390.590590345637,41.86604519121032,6800.9682899124,80197.67700155915,67139.87923965175,60269.580707165704,65228.11811767258,31769.063415644265,8272.250067893136,121239.5627630426,2610.9926800000003,22162.762002734118,2106.9446580181157
29620,"Lansing-East Lansing, MI Metropolitan Statistical Area",2021.0,136,26.15,%,Crude Prevalence,CLINTON; EATON; INGHAM,26037; 26045; 26065,384437.0000155606,308862.0000074418,482269.0,75575.0000081188,124888.21100491467,71220.62712300537,97831.9999844394,13914.267997391453,23560.229763645046,77572.82720934032,246394.9999893677,16.088479542089082,2063.116012192334,43.611387946257146,6322.455918134,78966.48500313555,75657.63291692587,61682.5189423053,68695.07968146064,31716.731460118004,8215.650154222456,122613.6860373632,2605.209334,21275.56246149997,2124.577503943386
29620,"Lansing-East Lansing, MI Metropolitan Statistical Area",2022.0,125,24.75,%,Crude Prevalence,CLINTON; EATON; INGHAM,26037; 26045; 26065,383884.00000419957,305843.00000332453,480510.0,78041.0000008751,141850.7720015489,65553.33600076272,96625.9999958004,12281.573999580509,22902.718379663907,83416.09130340513,245365.00000507128,17.80311070952992,1933.9909461661712,45.46365169919148,6150.102930785601,96732.08600103648,79267.25924173337,64640.1530006629,65422.23744012673,34145.811393367396,8375.306577908987,122414.4254115375,2456.8476840000003,24924.208253970268,2113.4929564882596
29740,"Las Cruces, NM Metropolitan Statistical Area",2011.0,173,18.79,%,Crude Prevalence,DONA ANA,35013,149447.356,124264.238,206419.0,25183.118,37511.286356,25854.392588,56971.64400000001,18515.784300000003,20566.763484000003,25406.05052,104035.176,7.637503000000001,27894.45945945946,33.233459,37568.258,25854.392588,22018.02666666667,30935.602692,26146.406666666662,13649.456375000002,3553.7236893277764,42109.476,1035.191285,48587.317058,0.0
29740,"Las Cruces, NM Metropolitan Statistical Area",2012.0,147,20.76,%,Crude Prevalence,DONA ANA,35013,149447.356,124264.238,206419.0,25183.118,38258.523136,24808.261096,56971.64400000001,19712.188824,20425.03138788136,22865.445468,104035.176,7.91204027,27894.45945945946,30.559909066519317,35654.2917185009,26302.734656,22706.09,31832.286828,26146.406666666662,13755.6176667,3553.7236893277764,42109.476,1039.319665,41131.462778,894.7654112651452
29820,"Las Vegas-Henderson-Paradise, NV Metropolitan Statistical Area",2011.0,380,14.52,%,Crude Prevalence,CLARK,32003,1402388.658,1198785.42,1902834.0,203603.238,364621.05108,323951.779998,500445.342,73565.465274,167148.74422800005,262246.679046,934291.494,0.0,129444.48979591836,296.842104,281619.432,351999.553158,234682.86,256637.124414,228340.08,158224.45276800002,29164.78144277564,43765.182,7906.27527,274521.86118,16449.999929999998
29820,"Las Vegas-Henderson-Paradise, NV Metropolitan Statistical Area",2012.0,341,15.44,%,Crude Prevalence,CLARK,32003,1402388.658,1198785.42,1902834.0,203603.238,367425.828396,315537.44805,500445.342,111098.865924,173132.27717243694,262246.679046,934291.494,172.91052558,129444.48979591836,288.94217007653174,285377.19444149936,356206.719132,234682.86,253832.347098,234682.86,151094.53377,29164.78144277564,43765.182,8340.121422,334461.13218,16088.67439693432
29940,"Lawrence, KS Metropolitan Statistical Area",2011.0,138,16.64,%,Crude Prevalence,DOUGLAS,20045,95550.443,84261.292,116383.0,11289.151,25416.417838,16434.676196,20832.557,2708.23241,5728.953175000001,20352.244359,58657.032,2.793192,10299.38053097345,11.172768,3724.256,19396.739929,10862.413333333332,10510.54873,11638.3,6059.015363,1609.0581639208906,14780.641,449.3547630000001,17020.780984,0.0
30300,"Lewiston, ID-WA Metropolitan Statistical Area",2011.0,109,27.77,%,Crude Prevalence,NEZ PERCE; ASOTIN,16069; 53003,47436.952000000005,36128.615999999995,60643.0,11308.336,14222.338968,10010.251032,13206.047999999999,2538.246792,4372.042992,8455.971456000001,31120.818,1.019486,4826.168831168832,11.666597,698.9780000000001,11233.810992,7146.456666666667,8044.138944000001,8728.693333333333,4630.7955950000005,762.6519553913789,8005.1269999999995,177.779988,5034.522192,35.405663999999994
30300,"Lewiston, ID-WA Metropolitan Statistical Area",2022.0,115,24.58,%,Crude Prevalence,NEZ PERCE; ASOTIN,16069; 53003,50351.999997482504,36284.99999779,63575.0,14066.9999996925,16273.663999182112,9048.966999551012,13223.000002517501,1943.8590003573065,2734.096601840513,9220.615399916729,32333.000001015003,1.443267936835725,197.36244120948984,8.52770666400809,275.112764658,11889.732999394677,10131.134373594701,8825.433999558216,9246.377335211018,5095.962413465265,871.0018428931361,9329.2130520475,181.653525,4617.012179704128,107.1301931383195
30340,"Lewiston-Auburn, ME Metropolitan Statistical Area",2011.0,203,25.64,%,Crude Prevalence,ANDROSCOGGIN,23001,83100.42,67332.648,106539.0,15767.772,25345.6281,17866.5903,23438.58,4242.38298,8250.38016,15373.5777,54547.968,0.0,3001.098591549296,14.063147999999998,4687.715999999999,21523.00878,13139.81,11717.159219999998,13494.94,7849.793519999999,1140.6172430956092,45385.614,326.968191,6733.264800000001,152.670387
30340,"Lewiston-Auburn, ME Metropolitan Statistical Area",2012.0,191,28.35,%,Crude Prevalence,ANDROSCOGGIN,23001,83100.42,67332.648,106539.0,15767.772,26758.33524,16370.78274,23438.58,4781.47032,8312.736479340547,13960.87056,54547.968,0.0,3001.098591549296,12.68957944360749,3731.3645327868,22437.1134,12784.68,11550.95838,13494.94,7616.110877399999,1140.6172430956092,45385.614,342.949041,10167.229848,158.03820647905948
30460,"Lexington-Fayette, KY Metropolitan Statistical Area",2011.0,91,16.57,%,Crude Prevalence,BOURBON; CLARK; FAYETTE; JESSAMINE; SCOTT; WOODFORD,21017; 21049; 21067; 21113; 21209; 21239,364355.34900000005,312098.65499999997,470849.0,52256.694,107754.876589,75583.950537,106493.651,19508.124557000003,33018.259814,39684.196791,239276.215,22.406171999999998,16365.055421956313,68.54093900000001,18273.118,100186.233988,57316.96333333333,56097.458872999996,59452.439999999995,35117.754422,4435.271773300904,77576.111,1599.479851,69205.089401,0.0
30460,"Lexington-Fayette, KY Metropolitan Statistical Area",2012.0,110,20.78,%,Crude Prevalence,BOURBON; CLARK; FAYETTE; JESSAMINE; SCOTT; WOODFORD,21017; 21049; 21067; 21113; 21209; 21239,364355.34900000005,312098.65499999997,470849.0,52256.694,113159.296943,60841.517855,106493.651,24249.055921,35039.87690970731,38353.194081,239276.215,15.945224649999998,16365.055421956313,69.84271413648085,19137.558724108,97687.777626,57348.09,54043.762178,60402.00666666667,34248.576050899996,4435.271773300904,77576.111,1845.870403,59520.42385000001,2249.2584382386976
30460,"Lexington-Fayette, KY Metropolitan Statistical Area",2013.0,117,17.53,%,Crude Prevalence,BOURBON; CLARK; FAYETTE; JESSAMINE; SCOTT; WOODFORD,21017; 21049; 21067; 21113; 21209; 21239,371728.999992438,317645.9999819767,479244.0,54083.0000104613,115480.45799767443,59834.073998184846,107515.000007562,23287.38800166016,35630.361654125976,39295.15699930331,244086.9999930735,19.733304603559866,8623.629039771258,65.97931844843497,10639.6409118199,99669.22099819989,54621.43,53326.369999310795,63068.05666666667,33688.4995157,5744.0327452053025,65310.925493517105,2143.572247,69542.45899596659,2271.4345841870104
30460,"Lexington-Fayette, KY Metropolitan Statistical Area",2014.0,141,22.66,%,Crude Prevalence,BOURBON; CLARK; FAYETTE; JESSAMINE; SCOTT; WOODFORD,21017; 21049; 21067; 21113; 21209; 21239,376410.9999873836,319536.99998663383,485023.0,56874.00000074981,113401.81799630931,72025.04099796168,108612.0000126164,21921.540002546375,36698.06927683501,29924.21999882108,247072.8802881555,19.989642022435913,0.0,66.69513791236467,10985.938429630402,96544.96399695042,54095.136666666665,51820.27899847322,65694.85333333333,34077.279321,5612.307216159955,65985.9035187278,1950.9127750000002,67405.28343411631,2154.0214821715754
30460,"Lexington-Fayette, KY Metropolitan Statistical Area",2017.0,84,16.52,%,Crude Prevalence,BOURBON; CLARK; FAYETTE; JESSAMINE; SCOTT; WOODFORD,21017; 21049; 21067; 21113; 21209; 21239,389665.0000005885,325386.0000086026,500535.0,64278.999991985904,111254.34300011536,78265.18246014036,110869.9999994115,24470.394999756125,38595.48053071095,66929.6097066973,255446.9999903699,20.491613,4384.935907198728,57.146864905185666,11179.323646033201,90158.94500008415,63969.79674923269,69221.61797180747,68804.68854255628,36452.646068,5662.930218003361,68268.4296625431,2279.406778,41083.54494768912,1478.1314925678266
30460,"Lexington-Fayette, KY Metropolitan Statistical Area",2018.0,108,23.05,%,Crude Prevalence,BOURBON; CLARK; FAYETTE; JESSAMINE; SCOTT; WOODFORD,21017; 21049; 21067; 21113; 21209; 21239,394709.9999917443,327956.99998663674,506751.0,66753.00000510749,115649.48299781416,75189.08399238126,112041.0000082557,23803.695001792876,40185.190825568345,72270.6507736094,258432.0000129711,20.625880282497626,3851.497049761479,59.304694781074126,11084.0794079338,90103.48599849221,68547.66541256936,71982.77294325762,72172.07326573615,38547.20584942161,5766.921965272092,69094.5239739447,2371.9382200000005,28710.82481438934,1497.4477398088682
30700,"Lincoln, NE Metropolitan Statistical Area",2011.0,560,17.87,%,Crude Prevalence,LANCASTER; SEWARD,31109; 31159,229717.809,197419.854,298012.0,32297.955,60388.58448600001,43715.324145,68294.191,7594.888639000001,15901.186064,44398.824177,148775.266,5.347735,6418.775089605735,34.217875,11393.088,46580.20113000001,25553.02333333333,22476.257523000004,29526.516666666666,15776.947477999998,3563.169179747,36947.184,1018.8273049999999,29578.78607,0.0
30700,"Lincoln, NE Metropolitan Statistical Area",2012.0,320,18.57,%,Crude Prevalence,LANCASTER; SEWARD,31109; 31159,229717.809,197419.854,298012.0,32297.955,63387.573411000005,42604.707324,68294.191,11694.772296000001,16676.842664403597,46504.25668200001,148775.266,4.97746808,6418.775089605735,31.53920174974698,11913.4557643145,46437.200712,26546.39666666667,21850.391136000002,28643.016666666663,15514.081266500001,3563.169179747,36947.184,1154.2626719999998,29317.127669,1305.761228946749
30700,"Lincoln, NE Metropolitan Statistical Area",2013.0,352,17.38,%,Crude Prevalence,LANCASTER; SEWARD,31109; 31159,236266.9999914139,201610.0000051341,306503.0,34656.9999862798,65191.704997643144,43285.67499840319,70236.0000085861,12150.475001551431,18501.103431282343,48326.86799825097,152848.00001100881,4.6539457364736,6554.610732726188,24.541823527315763,5883.2656784057,47754.159998292685,28272.886666666665,23159.312999145408,28495.593333333334,15053.4464412,4260.771910670687,34003.1802610565,970.6729799999999,28976.150000752095,1303.026868511331
30700,"Lincoln, NE Metropolitan Statistical Area",2014.0,363,19.2,%,Crude Prevalence,LANCASTER; SEWARD,31109; 31159,238980.000002756,202893.0000106442,310342.0,36086.9999921118,64107.511000717626,43211.86000053605,71361.999997244,10672.811999528403,18618.4852896922,47235.50400053342,154766.0686118263,4.711871141137023,0.0,24.8497695859514,6726.6075214258,48686.830000514325,29717.476666666662,23850.166000295794,28795.90333333333,15242.1246112,4284.737586912493,34440.9569722893,1321.1405379999999,29090.640405623766,1193.8601693592032
30700,"Lincoln, NE Metropolitan Statistical Area",2015.0,314,17.56,%,Crude Prevalence,LANCASTER; SEWARD,31109; 31159,241520.9999987412,203852.9999907046,314125.0,37668.0000080366,63834.23099968486,43674.662999743094,72604.0000012588,11849.075000256007,19765.55957424023,47736.74099975998,156674.9999873557,5.643684,1154.7088561282937,23.041812200535276,6932.859416242401,46002.31499980709,30080.6,24105.596999858262,29147.443333333333,15952.810027599999,4473.356032026037,34833.4513414459,1297.796695,30071.52428013776,1158.8172510862462
30700,"Lincoln, NE Metropolitan Statistical Area",2016.0,274,18.19,%,Crude Prevalence,LANCASTER; SEWARD,31109; 31159,245362.999987765,205950.999985981,318945.0,39412.000001784,64434.90299679107,39638.52499801973,73582.000012235,11490.68200192068,20709.614673027154,57051.030997153925,159150.9999999735,5.734105,1148.05245106173,22.807005774003873,7988.3213950855,47430.72899764076,31608.666666666668,24190.46599879525,29596.699999999997,15990.667430000001,4514.96293779805,35263.050693833,1401.7751067206057,30881.801890071292,1177.2922150482193
